ref='/players/playerpage/2901324?o_pos=U'data-o_pos="U">Shohei Ohtani, 2901324?o_pos=U'data-o_pos="U">Shohei Ohtan, P|UT
Holden Powell, 26615461, P
Fidel Pena, 2171837, 3B|UT
Rafael Kelly, 2829362, P
Griffin Cheney, 29087227, SS|UT
Leon Landry, 1809063, OF|UT
Kemp Alderman, 29295920, OF|UT
Jose Felix, 1798564, C|UT
Ryan Hissey, 2823420, C|UT
Danny Mars, 2225245, OF|UT
Wady Mendez, 29686709, OF|UT
Cole Zaffiro, 29677746, P
Joe Elbis, 29077626, P
Justin King, 29348710, P
Hector Hernandez, 2823328, P
Yaqui Rivera, 29675767, P
Romer Cuadrado, 2822186, OF|UT
Aeverson Arteaga, 26912441, SS|UT
Jacob Berry, 28920009, OF|UT
Justin Riemer, 29675445, 2B|UT
Luke Eubank, 2918678, P
Jean Encarnacion, 2822542, 3B|UT
Dalvinson Reyes, 29660661, P
Jose Montilla, 2829920, P
Mishael Deson, 26913037, OF|UT
Chad Dallas, 26911818, P
Adrian Hernandez, 26616950, OF|UT
Brian Van Belle, 29342360, P
R.J. Dabovich, 2932673, P
Rolando Espinosa, 2930839, 2B|UT
Duque Hebbert, 29085838, P
Luke Sinnard, 29644448, P
Leobaldo Cabrera, 2821763, OF|UT
Adam Lopez, 2169650, P
Adam Laskey, 29680497, P
Trent Baker, 27023026, P
Jordi Martinez, 2931994, P
Isael Soto, 2167476, OF|UT
Isaiah Campbell, 3152121, P
Luke Westphal, 2826599, P
Ryan Gusto, 29085772, P
Matt Smoral, 2044519, P
Nerio Rodriguez, 2839284, C|UT
Alex McGarry, 28842469, OF|UT
Kyle Nevin, 29085304, 1B|UT
Tommy Nance, 2731490, P
Cameron Bishop, 2836610, P
Joan Martinez, 2824156, P
Blair Calvo, 29033788, P
Charles Hall, 29084721, P
Nick Wissman, 29680255, P
Jancel Villarroel, 29660097, C|UT
Peter Tago, 1765805, P
Mitch Hansen, 2507199, OF|UT
Adam Wolf, 2933208, P
Jesus Bugarin, 28843205, OF|UT
Jecksson Flores, 2121318, SS|UT
C.J. Retherford, 1595126, 3B|UT
Chris Jacobs, 2049016, 1B|UT
Trent Palmer, 26615405, P
Aaron McKeithan, 29670827, C|UT
Kyle Marman, 2932912, P
Shane Telfer, 29675456, P
Chris Baker, 2804935, SS|UT
Sean Guenther, 2836944, P
Mike Franco, 2822783, P
Logan Boyd, 2915533, P
Bryson Smith, 2048776, OF|UT
Nick Van Stratten, 1741221, OF|UT
Darlin Saladin, 29660496, P
Blake Holub, 29342277, P
Bryce Windham, 29080904, 2B|UT
Tyler Pike, 2044545, P
Ricky Karcher, 2837061, P
Chris Okey, 2447474, C|UT
Douglas Hodo III, 29683512, OF|UT
Gabriel Alfaro, 2114629, P
Willy Ortiz, 2824806, P
Colin Houck, 29153564, SS|UT
Yeuris Jimenez, 29692173, P
Benjamin Onyshko, 28838089, P
Jake Bennett, 29075710, P
Daniel Harper, 29354502, P
Andrew Pinckney, 29322005, OF|UT
Luis Guerrero, 29085756, OF|UT
PJ Poulin, 2933027, P
Teddy McGraw, 29321985, P
Mason McCoy, 2837200, SS|UT
Luis Diaz, 2220464, P
Jordan Geber, 29091128, P
Collin Price, 29085773, C|UT
Matt Russell, 2837446, P
Josue De Paula, 29077648, OF|UT
Austin Wright, 2118735, P
Wei-Chieh Huang, 2823456, P
Beau Amaral, 2044553, OF|UT
Luis Valenzuela, 2826392, SS|UT
Kurt Hoekstra, 3157178, P
Ben Wright, 2921091, P
Evan Miller, 2921620, P
Anthony McIver, 2921035, P
Ramon Morla, 1950983, SS|UT
Montreal Robertson, 2044497, P
Austin Murr, 29085286, OF|UT
Manuel Beltre, 26643936, 2B|UT
Jake Palomaki, 2932992, 2B|UT
Samuel Sanchez, 29662105, P
Carl Chester, 2836716, OF|UT
Jorge Flores, 2171864, SS|UT
Christian Martin, 29689747, 2B|UT
Caleb Dirks, 2220474, P
Jalen Miller, 2447482, 2B|UT
Alec Grosser, 2167345, P
Kevin Villavicencio, 29676060, SS|UT
Donta' Williams, 29089627, OF|UT
Ethan Elliott, 26635146, P
Jeffeson Medina, 3107256, P
Jimmy Kingsbury, 29087230, P
Antonio Menendez, 29091135, P
Wil Browning, 2122210, P
Danny Black, 1960255, SS|UT
Gabe Bierman, 29678324, P
Jordan Johnson, 2211241, P
Jacen Roberson, 29086794, OF|UT
Adrian Salcedo, 2121437, P
Ben Carhart, 2171291, C|UT
Cameron Gann, 2822836, P
Michael Forret, 29644526, P
David Banuelos, 2836568, C|UT
Gabriel Noriega, 1665389, SS|UT
Ryan Hennen, 29344192, P
Kaleo Johnson, 3108844, 3B|UT
Mason Fluharty, 29295991, P
Rhett Wiseman, 2507329, OF|UT
Mitch Farris, 29683795, P
Bryson Worrell, 29349537, OF|UT
Jaron Long, 2169805, P
Jerry Keel, 2823657, P
Caleb Cali, 29349529, 3B|UT
Simon Miller, 29676988, P
Dale Burdick, 2804216, 2B|UT
Luis Caballero, 2171882, 3B|UT
Dalton Rogers, 29295992, P
Hunter Dula, 29350521, P
Will Banfield, 2931897, C|UT
Dylan Jordan, 29644477, P
Charles Nading, 2804686, P
Andrew Saalfrank, 29084219, P
Chad Castillo, 29088698, 1B|UT
Ryan Doolittle, 2120530, P
Avery Romero, 2106659, 2B|UT
Alexander Vargas, 3152901, SS|UT
Austin Fleet, 1937566, P
Dustin Saenz, 29632445, P
Jorge Ruiz, 29085645, OF|UT
Jeremy Reyes, 29662088, P
Anthony Mulrine, 26635155, C|UT
Jared Carr, 29092514, OF|UT
Chris O'Brien, 2044667, C|UT
Andy Perez, 29686665, SS|UT
Bryce Ball, 3152042, 1B|UT
Michael Smith, 2837528, OF|UT
Daniel Cope, 29089074, C|UT
Darrell Thompson, 29091595, P
Mike Jarvis, 29085034, SS|UT
Mike Salvatore, 3158364, P
Aneuris Rosario, 2825620, P
Ben Verlander, 2118878, OF|UT
Brett Wichrowski, 29348711, P
Alec Barger, 2932606, P
Chris Kohler, 2118136, P
Oddanier Mosqueda, 2824564, P
Casey Hughston, 2228188, OF|UT
Blaine Crim, 26911665, 1B|UT
Adonis Uceta, 2826338, P
Ryan Lasko, 29295921, OF|UT
Irving Lopez, 2837141, 2B|UT
Tony Locey, 26615460, P
David Mershon, 29674788, SS|UT
Joshua Zamora, 29089061, 3B|UT
Yordany De Los Santos, 29088489, SS|UT
Matthew Kent, 2918875, P
Ethan Lindow, 2837132, P
Colton Ledbetter, 29295922, OF|UT
Andrew Istler, 2731339, P
Marcos Lennin Molina, 26616952, P
Emaarion Boyd, 29075538, OF|UT
Duanel Jones, 2048694, 3B|UT
Nolan Clenney, 29086246, P
Ghordy Santos, 2829135, SS|UT
Mac Seibert, 2921393, 2B|UT
J.B. Woodman, 2449456, OF|UT
Tanner Burns, 2836674, P
Brandon Parker, 29086559, OF|UT
Luis Velasquez, 29342361, P
Michael Tonkin, 2027421, P
Jacob DeLabio, 29085770, P
Zack Qin, 29660660, P
Colin Barber, 26615378, OF|UT
Kyle Battle, 29086553, OF|UT
Hunter Adkins, 2223636, P
Ryan Sandberg, 29676733, P
Austin Vernon, 29342362, P
Ruben Cardenas, 2932628, OF|UT
Jud Fabian, 29075719, OF|UT
Danny Bethea, 2804017, C|UT
Estarlin Arias, 2921352, P
Brady Puckett, 2837363, P
Ryan Brinley, 2228202, P
Bryan Lavastida, 2932868, C|UT
Adolfo Sanchez, 29339046, OF|UT
Gunner Gouldsmith, 29692365, SS|UT
Garrett Weber, 2048269, SS|UT
Camilo Diaz, 29321918, 3B|UT
Danis Correa, 2828993, P
Nathan Landry, 29342296, P
Luis Rodriguez, 26914520, OF|UT
Jose Vinicio, 2228471, SS|UT
Wyatt Crenshaw, 29348146, OF|UT
Carter Rustad, 29687316, P
Kevin Medrano, 2120089, 2B|UT
Joe Lampe, 29075713, OF|UT
Jason Stoffel, 1794787, P
Jake Madden, 29075711, P
Daniel Sweet, 3103546, OF|UT
Cristhian Rodriguez, 28843168, 3B|UT
Yorger Bautista, 29669376, OF|UT
Chantz Mack, 2791769, OF|UT
Demetrio Crisantes, 29417287, 2B|UT
Jacob Gonzalez, 2836927, 3B|UT
Juan Garcia, 28843186, C|UT
Lucas Herbert, 2921559, C|UT
Dillon Tatum, 28846867, C|UT
Jordan Smith, 2052584, 3B|UT
Samuel Perez, 29679123, P
Vicarte Domingo, 29687817, P
Elian Leyva, 2922422, P
Jimmy Crooks, 29075712, C|UT
Andrew Mitchell, 2932943, P
Jase Bowen, 28841664, OF|UT
Michael Guldberg, 26911716, OF|UT
Angel Del Rosario, 29685393, OF|UT
Tyler Horan, 2223950, OF|UT
Cole McDonald, 29092498, P
Angel Aponte, 2828959, OF|UT
Warming Bernabel, 26912504, 3B|UT
Tyler Durna, 2932711, 1B|UT
Jonathan Brand, 29682338, P
T.J. Bennett, 2821527, 3B|UT
Julian Garcia, 3157976, P
Carlos Espinosa, 29683784, P
Zach Haake, 2932791, P
Xavier Meachem, 29692136, P
Junior Soto, 2804933, OF|UT
Derlin Figueroa, 29686885, 1B|UT
Alex De Goti, 2791370, 2B|UT
Ramon Marcelino, 2824076, OF|UT
Braydon Fisher, 2932735, P
Brenner Cox, 29075484, OF|UT
Chris Madera, 2824030, OF|UT
Valentin Linarez, 29354500, P
Luis De Los Santos, 2822307, 3B|UT
Cameron Wynne, 29342369, P
Alex Santos, 26616953, P
Joe Vetrano, 29342363, 1B|UT
Eudy Ramos, 2910608, 3B|UT
Cole Sturgeon, 2169876, OF|UT
Walker Weickel, 2044543, P
Junior Arias, 1804114, SS|UT
Jesus Liranzo, 2444385, P
Randy Rodriguez, 26861452, P
Ben Leeper, 28837046, P
Hunter Stovall, 28840204, 2B|UT
Nick Bennett, 29342226, P
Jake Gatewood, 2135271, 3B|UT
Caleb Hamilton, 3093641, C|UT
Michael Jensen, 2169800, P
Matt Winaker, 2837698, 1B|UT
Cleuluis Rondon, 2119560, SS|UT
Steve Hajjar, 26911797, P
Nate Tellier, 29342355, P
Chase Huchingson, 2051168, P
Will Maddox, 3104008, 1B|UT
Preston Johnson, 29683093, P
Sal Giardina, 3094342, C|UT
Ty Washington, 2797628, 2B|UT
Jeremy Walker, 3094395, P
Jeff Criswell, 2836761, P
Kevin Keyes, 1959455, OF|UT
Brandon Johnson, 29675836, P
Eduardo Valencia, 29088496, UT
Ryder Ryan, 3081744, P
Wagner Lagrange, 3157900, OF|UT
Jesus Gonzalez, 29088945, P
Gabriel Bracamonte, 2921432, C|UT
Blake Tiberi, 2766205, 3B|UT
Rubi Silva, 1957209, OF|UT
Carlos Portuondo, 2696994, P
Pablo Olivares, 2824750, OF|UT
Dedniel Nunez, 26608285, P
Roy Morales, 28842394, C|UT
Cam Alldred, 28837074, P
Boston Baro, 29658279, 3B|UT
Sean Isaac, 2921003, P
Matt Anderson, 2169786, P
Ryan Burrowes, 29077680, SS|UT
Eric Adler, 29295968, P
Cam Maron, 2171034, C|UT
Derrik Gibson, 1741606, 2B|UT
Cody Palmquist, 2777676, P
Jojo Ingrassia, 29658256, P
Jared Sprague-Lott, 29692351, SS|UT
Jimmy Joyce, 29295986, P
Levi Stoudt, 26911731, P
Bret Helton, 2915787, P
Carlos Vargas, 3090769, P
Brendan Cellucci, 29083998, P
Samuel Vasquez, 29683436, P
Listher Sosa, 29343000, P
Luis Ravelo, 29086778, SS|UT
Aramis Ademan, 2821100, SS|UT
Mason Barnett, 29075736, P
Ross Adolph, 2932587, OF|UT
Christian James, 3152798, P
Erich Uelmen, 2837618, P
Caleb Roberts, 29084178, C|UT
Ruben Ibarra, 29684932, 1B|UT
Alfredo Lopez, 1961028, SS|UT
L.P. Langevin, 29644480, P
Fred Schlichtholz, 2837478, P
Cade Hunter, 29687331, C|UT
Luis Frias, 2822799, P
Franklin Navarro, 3094349, C|UT
Ben Ramirez, 2837370, SS|UT
Mitchell Daly, 29692359, SS|UT
Bryce Rainer, 29426040, SS|UT
Jared Southard, 29342346, P
Ryan Holgate, 26911727, 1B|UT
Blake Butler, 2804513, 2B|UT
Colin Peluse, 26911739, P
Michael Berglund, 2932279, C|UT
Bryan Broecker, 29686518, C|UT
Elliot Ashbeck, 3157958, P
Mylz Jones, 2227775, SS|UT
Ricardo Marcano, 2171423, OF|UT
Joseph Yabbour, 29687332, P
Daniel Paolini, 2120049, 2B|UT
Austin Briggs, 29085458, P
Nicholas Padilla, 28938319, P
Diomar Lopez, 2823922, P
Deybert Lozano, 2693482, OF|UT
Seth Keller, 29075770, P
Will Sanders, 29658264, P
Ronald Pena, 2120591, P
Hunter Haas, 29683092, 2B|UT
Dalvy Rosario, 2931036, 3B|UT
Colin Kleven, 2217335, P
Andrew Alvarez, 29342217, P
Ben Holmes, 2746506, P
Ben Shields, 29660112, P
Zack Phillips, 28851015, P
Cole Anderson, 2734421, OF|UT
Jacob Bresnahan, 29658245, P
Brian Hernandez, 1959505, 3B|UT
Douglas Glod, 29077598, OF|UT
Zac Houston, 3083188, P
Jose Peroza, 2829105, 3B|UT
Cristopher Espinola, 29683091, OF|UT
Bladimir Restituyo, 26615385, OF|UT
Stephen Jones, 28839251, P
Freylin Minyety, 28841146, SS|UT
Jorge Quintana, 29660111, SS|UT
Ismael Mena, 3152090, OF|UT
Garrett Stallings, 3166652, P
Thomas Burrows, 3085540, P
Houston Roth, 29342398, P
Cooper Bowman, 26911676, 2B|UT
Alessandro Ercolani, 29644517, P
Tayler Saucedo, 26682004, P
Mikey Romero, 28920027, SS|UT
Chris Jefferson, 28843214, P
Justin Jacobs, 2851842, OF|UT
Anthony Dirocie, 3094750, OF|UT
Jake DeLeo, 29683708, OF|UT
Cristian Gonzalez, 26913007, SS|UT
Marlon Arias, 2803769, P
Wuilfredo Antunez, 29089616, OF|UT
Argenis Blanco, 2821579, P
Greg Cullen, 2932670, 2B|UT
Reggie Crawford, 28920033, P
Leonardo Crawford, 2822156, P
Ronny Hernandez, 29321947, C|UT
Nick Howard, 2136392, P
Travis Harrison, 1947844, OF|UT
Alfredo Angarita, 2821251, 2B|UT
Kirby Snead, 3101479, P
Jasseel De La Cruz, 2822267, P
Carson Jones, 29677760, OF|UT
Joel Hurtado, 29342282, P
Greyson Jenista, 2931975, OF|UT
Thomas Schultz, 29685386, P
Desmond Lindsay, 2211209, OF|UT
Franklin De La Paz, 2829327, P
Diego Rincones, 2825389, OF|UT
Eduardo Vera, 3075571, P
Marcos Brito, 2828974, SS|UT
Ricky Pacione, 3108869, C|UT
Kyle Schmidt, 26635163, C|UT
Domingo Robles, 2825451, P
Quinn Brodey, 2836652, OF|UT
River Stevens, 2226786, 2B|UT
Rainiel Rodriguez, 29662388, C|UT
Kirby Bellow, 2921574, P
Ian Strom, 2791375, OF|UT
Durbin Feltman, 2932730, P
Alex Iadisernia, 29342283, OF|UT
Junior Sosa, 1959090, OF|UT
Garrett Mattlage, 2169619, SS|UT
Regi Grace, 2932776, P
Garrett Ramsey, 29342328, P
Austin Pettibone, 2743634, P
Will Stewart, 3077727, P
John Church, 2113633, P
Nick Robertson, 26635161, P
Chris Williams, 2837687, C|UT
Peter Maris, 2803762, 3B|UT
Riley Mahan, 2837157, SS|UT
Braeden Schlehuber, 1735794, C|UT
Kevin Milam, 28837585, 2B|UT
Dylan Smith, 2933107, P
Dillon Lewis, 29686651, OF|UT
Kendry Rojas, 29322014, P
Eddie Micheletti, 29676975, OF|UT
Garrett Davila, 2507334, P
Nick Jones, 29342289, P
Adrian Sugastey, 28841713, C|UT
Jack Labosky, 3158035, P
Tate Scioneaux, 2769146, P
Gianfranco Wawoe, 2171205, SS|UT
Zane Mills, 29085040, P
Ryan Scott, 2915684, OF|UT
Eriq Swan, 29322035, P
Aderlin Rodriguez, 1812647, 3B|UT
Alex Isola, 3158011, C|UT
Aaron McGarity, 2837203, P
Antoine Kelly, 2932846, P
Nick Lorusso, 29675795, 3B|UT
Matthew Allan, 3152089, P
Hobie Harris, 3152787, P
Eduard Bazardo, 2821477, P
Matheu Nelson, 26719717, C|UT
Xavier Isaac, 28920032, 1B|UT
Brett Vertigan, 2171639, OF|UT
Adam Parks, 2223347, P
Jose Lozada, 2048309, SS|UT
Sal Biasi, 2836607, P
Mahki Backstrom, 26615324, 1B|UT
Hunter Haworth, 2836972, P
Tyler Jay, 2184353, P
Starlin Aguilar, 26912848, 3B|UT
Yolbert Sanchez, 3158253, 2B|UT
Geno Encina, 2804927, P
Ryan Stephens, 2228500, OF|UT
Barrett Kleinknecht, 1812705, 3B|UT
Matt Lollis, 1804328, P
Felnin Celesten, 29096048, SS|UT
Chris Givin, 28842422, 2B|UT
Jose Urbina, 29660692, P
Cayden Wallace, 29075502, 3B|UT
Peter Heubeck, 26911795, P
Charlie Shirek, 2027405, P
Grayson Thurman, 29342357, P
Evan Lee, 2932874, P
Steven Fuentes, 2170500, 3B|UT
Craig Dedelow, 2836792, OF|UT
Wilmy Sanchez, 29689613, P
Jesse Hodges, 2226604, 3B|UT
Juremi Profar, 2226629, 3B|UT
Randy Ventura, 2826469, 2B|UT
Shayne Fontana, 28842421, OF|UT
Jack Perkins, 2933011, P
Jiandido Tromp, 2826316, OF|UT
Patrick Halligan, 29342625, P
RJ Hively, 2113499, P
Kohl Franklin, 2932744, P
Stephen Wrenn, 2507196, OF|UT
Wilfri Peralta, 28842151, SS|UT
Rayner Arias, 29321883, OF|UT
Landon Dieterich, 28846853, OF|UT
Brandon Komar, 29680343, P
Josh Uhen, 2915544, P
Aaron Phillips, 2837347, P
Austin Bailey, 2227127, SS|UT
Colin Selby, 29033796, P
Harrison Ray, 28842152, SS|UT
Kevin McAvoy, 2824245, P
Matt Gorski, 3152103, OF|UT
Rainer Nunez, 28846859, 1B|UT
Darin Gillies, 2794805, P
Garrett Baumann, 29321889, P
Sebastian Rivero, 2507340, C|UT
Max George, 2226661, C|UT
Roismar Quintana, 26912482, OF|UT
David Martin, 29348839, C|UT
Ethan O'Donnell, 29342320, OF|UT
Ryan Middendorf, 29088541, P
Josh Rapacz, 2804674, C|UT
Warren Saunders, 28842590, OF|UT
Jake Paulson, 2804238, P
Raudy De Los Santos, 28846852, SS|UT
Aaron Blanton, 2171302, SS|UT
Stevie Branche, 29342234, P
Patricio Aquino, 29321882, P
Alexis Rivero, 2825428, P
Jesse Scholtens, 3083995, P
Nellie Rodriguez, 2169707, 1B|UT
Kala'i Rosario, 26911725, OF|UT
Jadher Areinamo, 28847200, 2B|UT
Jefrey De Los Santos, 28846851, SS|UT
Antonio Anderson, 29321881, 3B|UT
Skeiling Rodriguez, 28842153, OF|UT
Jamie Ritchie, 2227214, C|UT
Jonathan Ornelas, 3077694, 3B|UT
Kevin Krause, 2731205, C|UT
Dylan Harris, 28842423, OF|UT
Jack Sinclair, 29085048, P
Zach Rutherford, 2837449, SS|UT
Karl Kauffmann, 3152117, P
Bryan Torres, 2826274, OF|UT
Larry Ernesto, 26615387, OF|UT
Joe Gunkel, 2226884, P
Myles Emmerson, 29082233, C|UT
Jon Kemmer, 2215847, OF|UT
Jonathan Galvez, 1946521, SS|UT
Taylor Rashi, 28851017, P
Patrick Copen, 29658247, P
Maxwell Leon, 1601824, 2B|UT
Toby Welk, 28842429, 3B|UT
Sam Garcia, 29676368, P
Sean Linan, 29679088, P
Ricky Vanasco, 2837628, P
Henry Martinez, 2824152, P
Sabier Marte, 29660699, P
Mason Adams, 29342215, P
Colton Gordon, 29075509, P
Angel Miguel, 2228483, SS|UT
Tyson Perez, 2170015, P
Tommy White, 29644454, 3B|UT
Bishop Letson, 29321972, P
Adrian Alcantara, 3152056, P
Erik Stock, 29089456, OF|UT
Mitch Delfino, 2167290, 3B|UT
Joe Broussard, 2803675, P
Luis De Avila, 29096120, P
Jared Serna, 29322022, SS|UT
Noah Campbell, 2836686, SS|UT
Juan Santander, 28838049, C|UT
Eddy Demurias, 28838299, P
Max Lazar, 2837114, P
Austin Gordon, 29674777, P
Dario Laverde, 29321971, C|UT
Rayne Doncon, 26913005, 3B|UT
Nolan Long, 3107155, P
Garrett McDaniels, 29631466, P
Danry Vasquez, 1957443, OF|UT
Adam Walton, 2915812, 3B|UT
Will Robertson, 28840659, OF|UT
Anthony Scull, 29322021, OF|UT
Cristian Hernandez, 26643918, SS|UT
Cooper Hjerpe, 28920025, P
Josh Stephen, 3157969, OF|UT
Yaramil Hiraldo, 29671357, P
Dylan Ray, 29295960, P
Yeiner Fernandez, 29077688, 2B|UT
Alfred Morillo, 29676029, P
John Kuchno, 2171825, P
Austin Warren, 2933186, P
Alberto Barriga, 29644212, C|UT
Kai Wynyard, 28843229, P
Michael Arroyo, 29077666, 2B|UT
Brayden Taylor, 29155730, 3B|UT
Owen Wild, 29644534, P
J.D. Orr, 28840954, OF|UT
Zach McCambley, 26615422, P
Michael Koval, 2915892, P
Jose Fermin, 29672111, P
Brantley Bell, 2223536, 2B|UT
Edryn Rodriguez, 28843223, SS|UT
Damon Dues, 29085157, SS|UT
Raylin Heredia, 29321945, OF|UT
Ryan Och, 29672112, P
Erik Rivera, 26615421, P
Joe Gatto, 2167334, P
Jackson McClelland, 2915691, P
Victor Payano, 2118801, P
Joey Oakie, 29644488, P
Mitch Horacek, 2226385, P
Jean Perez, 28843221, 2B|UT
Hunter Cranton, 29644466, P
Roemon Fields, 2171040, OF|UT
Carson Benge, 29426048, OF|UT
Esmerlyn Valdez, 29676977, 1B|UT
Nick Kahle, 26615319, C|UT
Anthony Vilar, 29672113, C|UT
Scott Manea, 2824062, C|UT
Kevin Matthews, 1894648, P
Braden Zarbnisky, 28840188, P
Bengie Gonzalez, 1810927, SS|UT
Tyler Mark, 3107242, P
Kevin Kopps, 26911784, P
Javier Rivas, 28843222, SS|UT
Zach Neal, 2118882, P
Kai-Wei Teng, 26615437, P
Daison Acosta, 26615429, P
Nick Goodwin, 29678144, 2B|UT
Tyson Hardin, 29676099, P
Colby Lusignan, 2921607, 1B|UT
Leandro Arias, 29077654, SS|UT
Jun-Seok Shim, 29322023, P
Trevor Martin, 29075778, P
Colby Shade, 29683716, OF|UT
Jack Dunn, 29089057, SS|UT
Coby Morales, 29675797, OF|UT
Demi Orimoloye, 2211804, OF|UT
Aaron Schunk, 3151905, 2B|UT
Sheng-En Lin, 29321973, 3B|UT
Kyle Johnston, 2837050, P
Edgar Escobar, 29085026, P
Nick Rickles, 2226585, C|UT
Chris O'Dowd, 2119381, C|UT
Alberth Martinez, 1961789, OF|UT
Gerelmi Maldonado, 29321979, P
Jesus Tillero, 29322037, P
Seth Simmons, 2043937, P
Arturo Reyes, 2224836, P
Kyle Karros, 29321956, 3B|UT
Skyler Messinger, 2837227, 3B|UT
David Roseboom, 2599642, P
Corey Littrell, 2216699, P
Jon Perrin, 2825069, P
Victor Mederos, 29075785, P
Jose Mesa, 2824406, P
Kyler Murray, 2942969, OF|UT
Aaron Schnurbusch, 2778500, OF|UT
Ty Damron, 3158463, P
Alec Willis, 26911812, P
Blake Rivera, 2837398, P
Lupe Chavez, 2507512, P
Chandler Seagle, 2837490, C|UT
Griff O'Ferrall, 29644441, SS|UT
Juan Guerrero, 29077649, OF|UT
Tayden Hall, 29088723, C|UT
Trent Harris, 29662260, P
Petey Halpin, 26615370, OF|UT
Dayron Varona, 2216811, OF|UT
Ashton Izzi, 29071710, P
Riley Thompson, 3116184, P
Luis Alejandro Basabe, 2507345, 2B|UT
Jose Pastrano, 29089625, SS|UT
Taylor Dollard, 26911811, P
Graeme Stinson, 29091137, P
Luis Lugo, 3096444, P
Johan Barrios, 29077643, 1B|UT
Daniel Salters, 2792293, C|UT
Sean Harney, 29091129, P
Jason Jester, 2227172, P
Shane Mardirosian, 2170089, 2B|UT
Danny Watson, 29087590, P
Austin Overn, 29644442, OF|UT
Cade Austin, 29677723, P
Max Pentecost, 2135607, C|UT
Dominic DeMasi, 2794800, P
Colton Plaia, 2227747, C|UT
Cole Carrigg, 29295914, OF|UT
Garrett Howe, 29689772, SS|UT
Nolan Kingham, 2932852, P
Dasan Hill, 29644475, P
Ruben Sosa, 2119660, 2B|UT
AJ Lewis, 28838088, C|UT
Roberto Campos, 3151911, OF|UT
Tanner Andrews, 2932266, P
Jeff Arnold, 2050504, C|UT
John Schuknecht, 2803482, OF|UT
Ali Camarillo, 29689771, SS|UT
Jhonatan German, 3157716, P
Jake Rucker, 28842740, 2B|UT
Angel Cepeda, 29662444, SS|UT
Max Roberts, 2837410, P
Aaron Rund, 29349535, P
Carlos Aguiar, 2930753, OF|UT
Isaiah Coupet, 29321910, P
Jake Haberer, 3107699, P
Jorge Saez, 2171284, C|UT
Nicholas Shumpert, 3107126, SS|UT
Brad Kuntz, 2915605, P
Justin Meis, 29342307, P
Brycen Mautz, 29075497, P
Jonathan Johnson, 2226039, 2B|UT
Michael Turner, 29090730, C|UT
Matt Whitehouse, 2783332, P
Juancito Martinez, 2120635, OF|UT
Melvin Adon, 2507519, P
Matt Mullenbach, 29091597, P
Daniel Pinero, 2794534, SS|UT
Jonathan Dziedzic, 2216692, P
Noel Vela, 29077675, P
Anthony Misiewicz, 2915885, P
A.J. Vukovich, 26615336, OF|UT
Nick Montgomery, 29644236, C|UT
Daniel Bravo, 2228082, 2B|UT
Gabriel Rodriguez, 29689773, SS|UT
Liam Spence, 29091451, SS|UT
Hayden Mullins, 29632447, P
Scott Bandura, 29676329, OF|UT
Marlin Made, 28842468, OF|UT
Jose Cruz, 29033789, P
Brayan Perez, 26635157, P
Jordan Qsar, 3102772, OF|UT
Jonathan Willems, 2826626, 2B|UT
Lucas Braun, 29321896, P
Juan Mercedes, 2835039, P
Johan Mieses, 2227179, OF|UT
Noah Perio, 1961731, SS|UT
Zack Kone, 2932859, SS|UT
Andy Garriola, 29088722, OF|UT
Jordan Edgerton, 2228443, 3B|UT
Francisco Del Valle, 28842604, OF|UT
Jake Stinnett, 2453264, P
Chris Clark, 29678151, P
Connor Jones, 3089587, P
Austin Love, 26911813, P
Angel Ortega, 2044119, SS|UT
Trey Snyder, 29644449, SS|UT
Ben Turner, 2114070, C|UT
Luca Tresh, 26912426, C|UT
Joe Hudson, 2121200, C|UT
Christian Chamberlain, 29088721, P
Mark Thomas, 1945618, C|UT
Chase Simpson, 2171694, 3B|UT
Carlos Vargas, 2910616, 3B|UT
Kelvin Ramirez, 29677722, P
John Mora, 2226041, OF|UT
Indigo Diaz, 26911819, P
Ian Petrutz, 29644443, OF|UT
JT Schwartz, 26911667, 1B|UT
Brock Hebert, 2121446, 2B|UT
Juan Abreu, 29085017, P
Elijah Green, 28920008, OF|UT
Angel Macuare, 2829059, P
Alberto Mineo, 2801260, C|UT
Jose Devers, 2829007, 2B|UT
Tyler Bremer, 2759730, P
Alaska Abney, 29092523, P
Jake Palisch, 29342456, P
David Masters, 2121211, SS|UT
Rico Garcia, 3088370, P
Markus Solbach, 2826006, P
Kyle Kinman, 2226844, P
Lamar King, 29075724, 1B|UT
Luis Marquez, 29686708, 2B|UT
Ivan Murzi, 29090115, C|UT
Greg Weissert, 3103745, P
Jared Walker, 3095767, 3B|UT
Riley Cooper, 29680223, P
Cameron Flynn, 2118922, OF|UT
Blake Logan, 2120600, P
Nick Peoples, 29350158, OF|UT
Robert Zarate, 2167295, P
Alex Glenn, 2171175, OF|UT
Joe Stewart, 29090134, OF|UT
Andrew Schwaab, 2918659, P
Ryan Peurifoy, 3101957, OF|UT
Carlos Munoz, 2211747, 1B|UT
Brennan Gowens, 1959467, OF|UT
Carlos Sepulveda, 2228214, 2B|UT
Levi Jordan, 3101497, OF|UT
Wandisson Charles, 3157664, P
Wade Wass, 2218078, C|UT
Erick Mejia, 2171341, 3B|UT
Tyler Whitaker, 26911708, OF|UT
Emilio Guerrero, 2051174, SS|UT
Jack Young, 29692367, P
Kyle Haynes, 2220258, P
