IDPLAYER,PLAYERNAME,FIRSTNAME,LASTNAME,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,BREFID,ESPNID,ESPNNAME,BPID,FANTPROSNAME,LASTCOMMAFIRST,RAZZBALLNAME
cishest01,Steve Cishek,Steve,Cishek,6483,Steve Cishek,518553,Steve Cishek,1770784,Steve Cishek,cishest01,30963,Steve Cishek,55725,Steve Cishek,"Cishek, Steve",Steve Cishek
braulst01,Steven Brault,Steven,Brault,15291,Steven Brault,643230,Steven Brault,2169051,Steven Brault,braulst01,33870,Steven Brault,103318,Steven Brault,"Brault, Steven",Steven Brault
duggast01,Steven Duggar,Steven,Duggar,17719,Steven Duggar,621453,Steven Duggar,2227633,Steven Duggar,duggast01,35568,Steven Duggar,105891,Steven Duggar,"Duggar, Steven",Steven Duggar
kwanst01,Steven Kwan,Steven,Kwan,24610,Steven Kwan,680757,Steven Kwan,2932861,Steven Kwan,kwanst01,41998,Steven Kwan,126005,Steven Kwan,"Kwan, Steven",Steven Kwan
matzst01,Steven Matz,Steven,Matz,13361,Steven Matz,571927,Steven Matz,2107839,Steven Matz,matzst01,33106,Steven Matz,99821,Steven Matz,"Matz, Steven",Steven Matz
okertst01,Steven Okert,Steven,Okert,13580,Steven Okert,595345,Steven Okert,2167292,Steven Okert,okertst01,33716,Steven Okert,68933,Steven Okert,"Okert, Steven",Steven Okert
souzast01,Steven Souza,Steven,Souza,5667,Steven Souza Jr.,519306,Steven Souza Jr.,1741011,Steven Souza,souzast01,30632,Steven Souza Jr.,56806,Steven Souza Jr.,"Souza, Steven",Steven Souza Jr.
wilsost02,Steven Wilson,Steven,Wilson,20353,Steven Wilson,621051,Steven Wilson,2933203,Steven Wilson,wilsost02,,Steven Wilson,141089,Steven Wilson,"Wilson, Steven",Steven Wilson
garrest01,Stone Garrett,Stone,Garrett,19273,Stone Garrett,656448,Stone Garrett,2211204,Stone Garrett,garrest01,,Stone Garrett,104782,Stone Garrett,"Garrett, Stone",Stone Garrett
faircst01,Stuart Fairchild,Stuart,Fairchild,20321,Stuart Fairchild,656413,Stuart Fairchild,2836854,Stuart Fairchild,faircst01,,Stuart Fairchild,109801,Stuart Fairchild,"Fairchild, Stuart",Stuart Fairchild
mcfartj01,T.J. McFarland,T.J.,McFarland,3237,T.J. McFarland,519008,T.J. McFarland,2029072,T.J. McFarland,mcfartj01,32680,T.J. McFarland,58436,T.J. McFarland,"McFarland, T.J.",T.J. McFarland
zeuchtj01,T.J. Zeuch,T.J.,Zeuch,19269,T.J. Zeuch,643615,T.J. Zeuch,2250606,T.J. Zeuch,zeuchtj01,,T.J. Zeuch,109116,T.J. Zeuch,"Zeuch, T.J.",T.J. Zeuch
walketa01,Taijuan Walker,Taijuan,Walker,11836,Taijuan Walker,592836,Taijuan Walker,1757981,Taijuan Walker,walketa01,31864,Taijuan Walker,67148,Taijuan Walker,"Walker, Taijuan",Taijuan Walker
bradlta01,Taj Bradley,Taj,Bradley,sa3007839,Taj Bradley,671737,Taj Bradley,2932285,Taj Bradley,bradlta01,,Taj Bradley,114206,Taj Bradley,"Bradley, Taj",Taj Bradley
bibeeta01,Tanner Bibee,Tanner,Bibee,sa3018170,Tanner Bibee,676440,Tanner Bibee,28926327,Tanner Bibee,bibeeta01,,Tanner Bibee,113630,Tanner Bibee,"Bibee, Tanner",Tanner Bibee
houckta01,Tanner Houck,Tanner,Houck,19879,Tanner Houck,656557,Tanner Houck,2835078,Tanner Houck,houckta01,41009,Tanner Houck,111116,Tanner Houck,"Houck, Tanner",Tanner Houck
raineta01,Tanner Rainey,Tanner,Rainey,17610,Tanner Rainey,663432,Tanner Rainey,2211237,Tanner Rainey,raineta01,38582,Tanner Rainey,106709,Tanner Rainey,"Rainey, Tanner",Tanner Rainey
roarkta01,Tanner Roark,Tanner,Roark,8753,Tanner Roark,543699,Tanner Roark,1670955,Tanner Roark,roarkta01,31593,Tanner Roark,58921,Tanner Roark,"Roark, Tanner",Tanner Roark
scottta01,Tanner Scott,Tanner,Scott,17586,Tanner Scott,656945,Tanner Scott,2223750,Tanner Scott,scottta01,35135,Tanner Scott,104899,Tanner Scott,"Scott, Tanner",Tanner Scott
skubata01,Tarik Skubal,Tarik,Skubal,22267,Tarik Skubal,669373,Tarik Skubal,3126008,Tarik Skubal,skubata01,,Tarik Skubal,137044,Tarik Skubal,"Skubal, Tarik",Tarik Skubal
clarkta01,Taylor Clarke,Taylor,Clarke,17611,Taylor Clarke,664199,Taylor Clarke,2211247,Taylor Clarke,clarkta01,35277,Taylor Clarke,105736,Taylor Clarke,"Clarke, Taylor",Taylor Clarke
hearnta01,Taylor Hearn,Taylor,Hearn,18325,Taylor Hearn,621368,Taylor Hearn,2453409,Taylor Hearn,hearnta01,40980,Taylor Hearn,106125,Taylor Hearn,"Hearn, Taylor",Taylor Hearn
jonesta01,Taylor Jones,Taylor,Jones,19533,Taylor Jones,622100,Taylor Jones,2804214,Taylor Jones,jonesta01,,Taylor Jones,108036,Taylor Jones,"Jones, Taylor",Taylor Jones
motteta01,Taylor Motter,Taylor,Motter,12399,Taylor Motter,600301,Taylor Motter,2043829,Taylor Motter,motteta01,32715,Taylor Motter,69304,Taylor Motter,"Motter, Taylor",Taylor Motter
rogerta01,Taylor Rogers,Taylor,Rogers,13449,Taylor Rogers,573124,Taylor Rogers,2164751,Taylor Rogers,rogerta01,33671,Taylor Rogers,99954,Taylor Rogers,"Rogers, Taylor",Taylor Rogers
trammta01,Taylor Trammell,Taylor,Trammell,19960,Taylor Trammell,666211,Taylor Trammell,2449436,Taylor Trammell,trammta01,37773,Taylor Trammell,108682,Taylor Trammell,"Trammell, Taylor",Taylor Trammell
wallsta01,Taylor Walls,Taylor,Walls,22458,Taylor Walls,670764,Taylor Walls,2837649,Taylor Walls,wallsta01,40576,Taylor Walls,111033,Taylor Walls,"Walls, Taylor",Taylor Walls
wardta01,Taylor Ward,Taylor,Ward,17548,Taylor Ward,621493,Taylor Ward,2184470,Taylor Ward,wardta01,34923,Taylor Ward,107106,Taylor Ward,"Ward, Taylor",Taylor Ward
widenta01,Taylor Widener,Taylor,Widener,19266,Taylor Widener,642203,Taylor Widener,2914057,Taylor Widener,widenta01,39905,Taylor Widener,108765,Taylor Widener,"Widener, Taylor",Taylor Widener
antonte01,Tejay Antone,Tejay,Antone,16233,Tejay Antone,622088,Tejay Antone,2821260,Tejay Antone,antonte01,42355,Tejay Antone,103747,Tejay Antone,"Antone, Tejay",Tejay Antone
hernate01,Teoscar Hernandez,Teoscar,Hernandez,13066,Teoscar Hernandez,606192,Teoscar Hernandez,2119659,Teoscar Hernandez,hernate01,33377,Teoscar Hernandez,69667,Teoscar Hernandez,"Hernandez, Teoscar",Teoscar Hernandez
gorete01,Terrance Gore,Terrance,Gore,13658,Terrance Gore,605253,Terrance Gore,2146190,Terrance Gore,gorete01,33632,Terrance Gore,69538,Terrance Gore,"Gore, Terrance",Terrance Gore
vavrate01,Terrin Vavra,Terrin,Vavra,24400,Terrin Vavra,679631,Terrin Vavra,2933162,Terrin Vavra,vavrate01,,Terrin Vavra,139799,Terrin Vavra,"Vavra, Terrin",Terrin Vavra
wardth01,Thad Ward,Thad,Ward,sa3008098,Thad Ward,663658,Thad Ward,2933185,Thad Ward,wardth01,,Thad Ward,140355,Thad Ward,"Ward, Thad",Thad Ward
estrath01,Thairo Estrada,Thairo,Estrada,16426,Thairo Estrada,642731,Thairo Estrada,2739969,Thairo Estrada,estrath01,36485,Thairo Estrada,103225,Thairo Estrada,"Estrada, Thairo",Thairo Estrada
szaputh01,Thomas Szapucki,Thomas,Szapucki,sa875054,Thomas Szapucki,663378,Thomas Szapucki,2453274,Thomas Szapucki,szaputh01,40972,Thomas Szapucki,106984,Thomas Szapucki,"Szapucki, Thomas",Thomas Szapucki
anderti01,Tim Anderson,Tim,Anderson,15172,Tim Anderson,641313,Tim Anderson,2066301,Tim Anderson,anderti01,33184,Tim Anderson,102503,Tim Anderson,"Anderson, Tim",Tim Anderson
hillti01,Tim Hill,Tim,Hill,16814,Tim Hill,657612,Tim Hill,2791772,Tim Hill,hillti01,37005,Tim Hill,105123,Tim Hill,"Hill, Tim",Tim Hill
locasti01,Tim Locastro,Tim,Locastro,15124,Tim Locastro,641796,Tim Locastro,2228219,Tim Locastro,locasti01,35779,Tim Locastro,102646,Tim Locastro,"Locastro, Tim",Tim Locastro
mayzati01,Tim Mayza,Tim,Mayza,15042,Tim Mayza,641835,Tim Mayza,2228208,Tim Mayza,mayzati01,35773,Tim Mayza,102658,Tim Mayza,"Mayza, Tim",Tim Mayza
friedtj01,TJ Friedl,TJ,Friedl,19522,TJ Friedl,670770,TJ Friedl,2507496,TJ Friedl,friedtj01,,TJ Friedl,109162,TJ Friedl,"Friedl, TJ",TJ Friedl
hatchto01,Tom Hatch,Tom,Hatch,19264,Thomas Hatch,641672,Thomas Hatch,2507330,Thomas Hatch,hatchto01,39889,Thomas Hatch,109150,Thomas Hatch,"Hatch, Tom",Thomas Hatch
murphto04,Tom Murphy,Tom,Murphy,13499,Tom Murphy,608596,Tom Murphy,2064804,Tom Murphy,murphto04,33225,Tom Murphy,70673,Tom Murphy,"Murphy, Tom",Tom Murphy
nidoto01,Tomas Nido,Tomas,Nido,13755,Tomas Nido,621512,Tomas Nido,2443614,Tomas Nido,nidoto01,36068,Tomas Nido,100653,Tomas Nido,"Nido, Tomas",Tomas Nido
telisto01,Tomas Telis,Tomas,Telis,10067,Tomas Telis,542513,Tomas Telis,2118883,Tomas Telis,telisto01,33065,Tomas Telis,59818,Tomas Telis,"Telis, Tomas",Tomas Telis
edmanto01,Tommy Edman,Tommy,Edman,19470,Tommy Edman,669242,Tommy Edman,2914724,Tommy Edman,edmanto01,39907,Tommy Edman,107752,Tommy Edman,"Edman, Tommy",Tommy Edman
henryto01,Tommy Henry,Tommy,Henry,26285,Tommy Henry,674072,Tommy Henry,3152114,Tommy Henry,henryto01,,Tommy Henry,123283,Tommy Henry,"Henry, Tommy",Tommy Henry
hunteto02,Tommy Hunter,Tommy,Hunter,1157,Tommy Hunter,488984,Tommy Hunter,1595123,Tommy Hunter,hunteto02,29198,Tommy Hunter,57403,Tommy Hunter,"Hunter, Tommy",Tommy Hunter
lasteto01,Tommy La Stella,Tommy,La Stella,12371,Tommy La Stella,600303,Tommy La Stella,1954553,Tommy La Stella,lasteto01,32217,Tommy La Stella,69305,Tommy La Stella,"La Stella, Tommy",Tommy La Stella
milonto01,Tommy Milone,Tommy,Milone,7608,Tommy Milone,543548,Tommy Milone,1846229,Tommy Milone,milonto01,31706,Tommy Milone,58459,Tommy Milone,"Milone, Tommy",Tommy Milone
phamth01,Tommy Pham,Tommy,Pham,2967,Tommy Pham,502054,Tommy Pham,1804466,Tommy Pham,phamth01,31208,Tommy Pham,50106,Tommy Pham,"Pham, Tommy",Tommy Pham
romerto01,Tommy Romero,Tommy,Romero,23465,Tommy Romero,676720,Tommy Romero,2837433,Tommy Romero,romerto01,,Tommy Romero,110713,Tommy Romero,"Romero, Tommy",Tommy Romero
gonsoto01,Tony Gonsolin,Tony,Gonsolin,19388,Tony Gonsolin,664062,Tony Gonsolin,2915614,Tony Gonsolin,gonsoto01,38958,Tony Gonsolin,107865,Tony Gonsolin,"Gonsolin, Tony",Tony Gonsolin
kempto01,Tony Kemp,Tony,Kemp,14894,Tony Kemp,643393,Tony Kemp,2165920,Tony Kemp,kempto01,34083,Tony Kemp,103417,Tony Kemp,"Kemp, Tony",Tony Kemp
santito01,Tony Santillan,Tony,Santillan,19926,Tony Santillan,663574,Tony Santillan,2211243,Tony Santillan,santito01,40950,Tony Santillan,106864,Tony Santillan,"Santillan, Tony",Tony Santillan
watsoto01,Tony Watson,Tony,Watson,3132,Tony Watson,453265,Tony Watson,1784882,Tony Watson,watsoto01,31513,Tony Watson,56957,Tony Watson,"Watson, Tony",Tony Watson
wolteto01,Tony Wolters,Tony,Wolters,11470,Tony Wolters,547172,Tony Wolters,2043940,Tony Wolters,wolteto01,31844,Tony Wolters,66017,Tony Wolters,"Wolters, Tony",Tony Wolters
toussto01,Touki Toussaint,Touki,Toussaint,16929,Touki Toussaint,657053,Touki Toussaint,2135250,Touki Toussaint,toussto01,33790,Touki Toussaint,104930,Touki Toussaint,"Toussaint, Touki",Touki Toussaint
darnatr01,Travis D'Arnaud,Travis,D'Arnaud,7739,Travis d'Arnaud,518595,Travis d'Arnaud,1730742,Travis d'Arnaud,darnatr01,29951,Travis d'Arnaud,55784,Travis d'Arnaud,"D'Arnaud, Travis",Travis d'Arnaud
demertr01,Travis Demeritte,Travis,Demeritte,15958,Travis Demeritte,641513,Travis Demeritte,2066311,Travis Demeritte,demertr01,33863,Travis Demeritte,102566,Travis Demeritte,"Demeritte, Travis",Travis Demeritte
jankotr01,Travis Jankowski,Travis,Jankowski,13768,Travis Jankowski,608671,Travis Jankowski,2044387,Travis Jankowski,jankotr01,32751,Travis Jankowski,100300,Travis Jankowski,"Jankowski, Travis",Travis Jankowski
lakintr01,Travis Lakins,Travis,Lakins,18600,Travis Lakins,664042,Travis Lakins,2449986,Travis Lakins,lakintr01,,,107232,Travis Lakins Sr.,"Lakins, Travis",Travis Lakins
shawtr01,Travis Shaw,Travis,Shaw,11982,Travis Shaw,543768,Travis Shaw,2048656,Travis Shaw,shawtr01,32890,Travis Shaw,69188,Travis Shaw,"Shaw, Travis",Travis Shaw
swaggtr01,Travis Swaggerty,Travis,Swaggerty,24491,Travis Swaggerty,680552,Travis Swaggerty,2942970,Travis Swaggerty,swaggtr01,,Travis Swaggerty,138172,Travis Swaggerty,"Swaggerty, Travis",Travis Swaggerty
thomptr01,Trayce Thompson,Trayce,Thompson,9952,Trayce Thompson,572204,Trayce Thompson,1741020,Trayce Thompson,thomptr01,30743,Trayce Thompson,60737,Trayce Thompson,"Thompson, Trayce",Trayce Thompson
turnetr01,Trea Turner,Trea,Turner,16252,Trea Turner,607208,Trea Turner,2135249,Trea Turner,turnetr01,33710,Trea Turner,70917,Trea Turner,"Turner, Trea",Trea Turner
grishtr01,Trent Grisham,Trent,Grisham,18564,Trent Grisham,663757,Trent Grisham,2184451,Trent Grisham,grishtr01,34995,Trent Grisham,105735,Trent Grisham,"Grisham, Trent",Trent Grisham
thorntr01,Trent Thornton,Trent,Thornton,17948,Trent Thornton,663423,Trent Thornton,2743313,Trent Thornton,thorntr01,36728,Trent Thornton,107018,Trent Thornton,"Thornton, Trent",Trent Thornton
barretr01,Tres Barrera,Tres,Barrera,19977,Tres Barrera,668663,Tres Barrera,3089960,Tres Barrera,barretr01,,Tres Barrera,107452,Tres Barrera,"Barrera, Tres",Tres Barrera
bauertr01,Trevor Bauer,Trevor,Bauer,12703,Trevor Bauer,545333,Trevor Bauer,1852623,Trevor Bauer,bauertr01,32014,Trevor Bauer,70335,Trevor Bauer,"Bauer, Trevor",Trevor Bauer
gotttr01,Trevor Gott,Trevor,Gott,15046,Trevor Gott,641627,Trevor Gott,2165523,Trevor Gott,gotttr01,33614,Trevor Gott,102601,Trevor Gott,"Gott, Trevor",Trevor Gott
larnatr01,Trevor Larnach,Trevor,Larnach,21501,Trevor Larnach,663616,Trevor Larnach,2942980,Trevor Larnach,larnatr01,41205,Trevor Larnach,126235,Trevor Larnach,"Larnach, Trevor",Trevor Larnach
maytr01,Trevor May,Trevor,May,6398,Trevor May,543507,Trevor May,1733562,Trevor May,maytr01,31263,Trevor May,58911,Trevor May,"May, Trevor",Trevor May
richatr01,Trevor Richards,Trevor,Richards,19309,Trevor Richards,670950,Trevor Richards,2914673,Trevor Richards,richatr01,39912,Trevor Richards,109041,Trevor Richards,"Richards, Trevor",Trevor Richards
rogertr01,Trevor Rogers,Trevor,Rogers,22286,Trevor Rogers,669432,Trevor Rogers,2835065,Trevor Rogers,rogertr01,,,111286,Trevor Rogers,"Rogers, Trevor",Trevor Rogers
rosentr01,Trevor Rosenthal,Trevor,Rosenthal,10745,Trevor Rosenthal,572096,Trevor Rosenthal,1937341,Trevor Rosenthal,rosentr01,31945,Trevor Rosenthal,60664,Trevor Rosenthal,"Rosenthal, Trevor",Trevor Rosenthal
stephtr01,Trevor Stephan,Trevor,Stephan,19932,Trevor Stephan,663986,Trevor Stephan,2837558,Trevor Stephan,stephtr01,,Trevor Stephan,110894,Trevor Stephan,"Stephan, Trevor",Trevor Stephan
storytr01,Trevor Story,Trevor,Story,12564,Trevor Story,596115,Trevor Story,1945488,Trevor Story,storytr01,32150,Trevor Story,70406,Trevor Story,"Story, Trevor",Trevor Story
willitr01,Trevor Williams,Trevor,Williams,16977,Trevor Williams,592866,Trevor Williams,2066811,Trevor Williams,willitr01,33305,Trevor Williams,100206,Trevor Williams,"Williams, Trevor",Trevor Williams
mancitr01,Trey Mancini,Trey,Mancini,15149,Trey Mancini,641820,Trey Mancini,2119352,Trey Mancini,mancitr01,33351,Trey Mancini,102653,Trey Mancini,"Mancini, Trey",Trey Mancini
casastr01,Triston Casas,Triston,Casas,22514,Triston Casas,671213,Triston Casas,2942989,Triston Casas,casastr01,41180,Triston Casas,115660,Triston Casas,"Casas, Triston",Triston Casas
mckentr01,Triston McKenzie,Triston,McKenzie,18000,Triston McKenzie,663474,Triston McKenzie,2431359,Triston McKenzie,mckentr01,34954,Triston McKenzie,107172,Triston McKenzie,"McKenzie, Triston",Triston McKenzie
johnstr02,Troy Johnston,Troy,Johnston,sa3010899,Troy Johnston,687859,Troy Johnston,28837850,Troy Johnston,johnstr02,,Troy Johnston,144877,Troy Johnston,"Johnston, Troy",Troy Johnston
barnhtu01,Tucker Barnhart,Tucker,Barnhart,10200,Tucker Barnhart,571466,Tucker Barnhart,1803883,Tucker Barnhart,barnhtu01,31173,Tucker Barnhart,59592,Tucker Barnhart,"Barnhart, Tucker",Tucker Barnhart
davidtu01,Tucker Davidson,Tucker,Davidson,19871,Tucker Davidson,656353,Tucker Davidson,2910640,Tucker Davidson,davidtu01,41069,Tucker Davidson,107689,Tucker Davidson,"Davidson, Tucker",Tucker Davidson
marcatu01,Tucupita Marcano,Tucupita,Marcano,22871,Tucupita Marcano,672779,Tucupita Marcano,2829907,Tucupita Marcano,marcatu01,,Tucupita Marcano,110245,Tucupita Marcano,"Marcano, Tucupita",Tucupita Marcano
francty01,Ty France,Ty,France,17982,Ty France,664034,Ty France,2227733,Ty France,francty01,35591,Ty France,105993,Ty France,"France, Ty",Ty France
alexaty01,Tyler Alexander,Tyler,Alexander,17735,Tyler Alexander,641302,Tyler Alexander,2211219,Tyler Alexander,alexaty01,40360,Tyler Alexander,102160,Tyler Alexander,"Alexander, Tyler",Tyler Alexander
anderty01,Tyler Anderson,Tyler,Anderson,12880,Tyler Anderson,542881,Tyler Anderson,1894636,Tyler Anderson,anderty01,32151,Tyler Anderson,65947,Tyler Anderson,"Anderson, Tyler",Tyler Anderson
beedety01,Tyler Beede,Tyler,Beede,16981,Tyler Beede,595881,Tyler Beede,2136389,Tyler Beede,beedety01,33798,Tyler Beede,70759,Tyler Beede,"Beede, Tyler",Tyler Beede
clippty01,Tyler Clippard,Tyler,Clippard,5640,Tyler Clippard,461325,Tyler Clippard,1179740,Tyler Clippard,clippty01,28694,Tyler Clippard,45514,Tyler Clippard,"Clippard, Tyler",Tyler Clippard
duffety01,Tyler Duffey,Tyler,Duffey,13758,Tyler Duffey,608648,Tyler Duffey,2164747,Tyler Duffey,duffety01,33668,Tyler Duffey,100292,Tyler Duffey,"Duffey, Tyler",Tyler Duffey
freemty01,Tyler Freeman,Tyler,Freeman,22532,Tyler Freeman,671289,Tyler Freeman,2836883,Tyler Freeman,freemty01,40958,Tyler Freeman,109838,Tyler Freeman,"Freeman, Tyler",Tyler Freeman
gentrty01,Tyler Gentry,Tyler,Gentry,sa3014485,Tyler Gentry,694355,Tyler Gentry,26615388,Tyler Gentry,gentrty01,,Tyler Gentry,,Tyler Gentry,"Gentry, Tyler",Tyler Gentry
gilbety01,Tyler Gilbert,Tyler,Gilbert,17964,Tyler Gilbert,656457,Tyler Gilbert,3079502,Tyler Gilbert,gilbety01,,Tyler Gilbert,106041,Tyler Gilbert,"Gilbert, Tyler",Tyler Gilbert
glasnty01,Tyler Glasnow,Tyler,Glasnow,14374,Tyler Glasnow,607192,Tyler Glasnow,2068548,Tyler Glasnow,glasnty01,33190,Tyler Glasnow,70795,Tyler Glasnow,"Glasnow, Tyler",Tyler Glasnow
heinety01,Tyler Heineman,Tyler,Heineman,13897,Tyler Heineman,623168,Tyler Heineman,2114138,Tyler Heineman,heinety01,33142,Tyler Heineman,101250,Tyler Heineman,"Heineman, Tyler",Tyler Heineman
kinlety01,Tyler Kinley,Tyler,Kinley,18297,Tyler Kinley,641755,Tyler Kinley,2171335,Tyler Kinley,kinlety01,34166,Tyler Kinley,102634,Tyler Kinley,"Kinley, Tyler",Tyler Kinley
mahlety01,Tyler Mahle,Tyler,Mahle,16358,Tyler Mahle,641816,Tyler Mahle,2211216,Tyler Mahle,mahlety01,34973,Tyler Mahle,102652,Tyler Mahle,"Mahle, Tyler",Tyler Mahle
matzety01,Tyler Matzek,Tyler,Matzek,10058,Tyler Matzek,554431,Tyler Matzek,1739668,Tyler Matzek,matzety01,31264,Tyler Matzek,66214,Tyler Matzek,"Matzek, Tyler",Tyler Matzek
naquity01,Tyler Naquin,Tyler,Naquin,13359,Tyler Naquin,571980,Tyler Naquin,2044528,Tyler Naquin,naquity01,32788,Tyler Naquin,70362,Tyler Naquin,"Naquin, Tyler",Tyler Naquin
nevinty01,Tyler Nevin,Tyler,Nevin,17893,Tyler Nevin,663527,Tyler Nevin,2211190,Tyler Nevin,nevinty01,,Tyler Nevin,106555,Tyler Nevin,"Nevin, Tyler",Tyler Nevin
oneilty01,Tyler O'Neill,Tyler,O'Neill,15711,Tyler O'Neill,641933,Tyler O'Neill,2171342,Tyler O'Neill,oneilty01,34168,Tyler O'Neill,102704,Tyler O'Neill,"O'Neill, Tyler",Tyler O'Neill
rogerty01,Tyler Rogers,Tyler,Rogers,15541,Tyler Rogers,643511,Tyler Rogers,2170031,Tyler Rogers,rogerty01,34026,Tyler Rogers,103494,Tyler Rogers,"Rogers, Tyler",Tyler Rogers
soderty01,Tyler Soderstrom,Tyler,Soderstrom,sa3014489,Tyler Soderstrom,691016,Tyler Soderstrom,3166655,Tyler Soderstrom,soderty01,,Tyler Soderstrom,147855,Tyler Soderstrom,"Soderstrom, Tyler",Tyler Soderstrom
stephty01,Tyler Stephenson,Tyler,Stephenson,17988,Tyler Stephenson,663886,Tyler Stephenson,2184447,Tyler Stephenson,stephty01,34975,Tyler Stephenson,106960,Tyler Stephenson,"Stephenson, Tyler",Tyler Stephenson
wadety01,Tyler Wade,Tyler,Wade,15730,Tyler Wade,642180,Tyler Wade,2169698,Tyler Wade,wadety01,33878,Tyler Wade,102779,Tyler Wade,"Wade, Tyler",Tyler Wade
wellsty01,Tyler Wells,Tyler,Wells,20000,Tyler Wells,669330,Tyler Wells,26608291,Tyler Wells,wellsty01,,Tyler Wells,109104,Tyler Wells,"Wells, Tyler",Tyler Wells
megilty01,Tylor Megill,Tylor,Megill,21318,Tylor Megill,656731,Tylor Megill,2932933,Tylor Megill,megilty01,,Tylor Megill,128959,Tylor Megill,"Megill, Tylor",Tylor Megill
tayloty01,Tyrone Taylor,Tyrone,Taylor,13675,Tyrone Taylor,621438,Tyrone Taylor,2044535,Tyrone Taylor,tayloty01,,,100630,Tyrone Taylor,"Taylor, Tyrone",Tyrone Taylor
grissva01,Vaughn Grissom,Vaughn,Grissom,26031,Vaughn Grissom,687093,Vaughn Grissom,3168248,Vaughn Grissom,grissva01,,Vaughn Grissom,144145,Vaughn Grissom,"Grissom, Vaughn",Vaughn Grissom
aranovi01,Victor Arano,Victor,Arano,15915,Victor Arano,644364,Victor Arano,2599645,Victor Arano,aranovi01,36120,Victor Arano,103580,Victor Arano,"Arano, Victor",Victor Arano
caratvi01,Victor Caratini,Victor,Caratini,14968,Victor Caratini,605170,Victor Caratini,2066830,Victor Caratini,caratvi01,33229,Victor Caratini,102064,Victor Caratini,"Caratini, Victor",Victor Caratini
reyesvi01,Victor Reyes,Victor,Reyes,15487,Victor Reyes,622682,Victor Reyes,2226157,Victor Reyes,reyesvi01,35178,Victor Reyes,101093,Victor Reyes,"Reyes, Victor",Victor Reyes
roblevi01,Victor Robles,Victor,Robles,18363,Victor Robles,645302,Victor Robles,2211801,Victor Robles,roblevi01,35042,Victor Robles,104023,Victor Robles,"Robles, Victor",Victor Robles
mesavi01,Victor Victor Mesa,Victor,Victor Mesa,sa3008602,Victor Victor Mesa,673516,Victor Victor Mesa,3059233,Victor Victor Mesa,mesavi01,41134,Victor Victor Mesa,129297,Victor Victor Mesa,"Mesa, Victor Victor",Victor Victor Mesa
brujavi01,Vidal Brujan,Vidal,Brujan,20536,Vidal Brujan,660644,Vidal Brujan,2821712,Vidal Brujan,brujavi01,40462,Vidal Brujan,105636,Vidal Brujan,"Brujan, Vidal",Vidal Brujan
machivi01,Vimael Machin,Vimael,Machin,17684,Vimael Machin,605353,Vimael Machin,2804229,Vimael Machin,machivi01,,,71028,Vimael Machin,"Machin, Vimael",Vimael Machin
velasvi01,Vincent Velasquez,Vincent,Velasquez,11189,Vince Velasquez,592826,Vincent Velasquez,2117039,Vince Velasquez,velasvi01,31878,Vincent Velasquez,67143,Vince Velasquez,"Velasquez, Vincent",Vince Velasquez
pasquvi01,Vinnie Pasquantino,Vinnie,Pasquantino,27676,Vinnie Pasquantino,686469,Vinnie Pasquantino,26747031,Vinnie Pasquantino,pasquvi01,,Vinnie Pasquantino,143748,Vinnie Pasquantino,"Pasquantino, Vinnie",Vinnie Pasquantino
guerrvl02,Vladimir Guerrero Jr.,Vladimir,Guerrero Jr.,19611,Vladimir Guerrero Jr.,665489,Vladimir Guerrero Jr.,2221784,Vladimir Guerrero,guerrvl02,35002,Vladimir Guerrero Jr.,107184,Vladimir Guerrero Jr.,"Guerrero Jr., Vladimir",Vladimir Guerrero Jr.
gutievl01,Vladimir Gutierrez,Vladimir,Gutierrez,19278,Vladimir Gutierrez,661269,Vladimir Gutierrez,2509404,Vladimir Gutierrez,gutievl01,36092,Vladimir Gutierrez,109144,Vladimir Gutierrez,"Gutierrez, Vladimir",Vladimir Gutierrez
mileywa01,Wade Miley,Wade,Miley,8779,Wade Miley,489119,Wade Miley,1716842,Wade Miley,mileywa01,31094,Wade Miley,58453,Wade Miley,"Miley, Wade",Wade Miley
buehlwa01,Walker Buehler,Walker,Buehler,19374,Walker Buehler,621111,Walker Buehler,2184468,Walker Buehler,buehlwa01,39251,Walker Buehler,107174,Walker Buehler,"Buehler, Walker",Walker Buehler
francwa01,Wander Franco,Wander,Franco,23667,Wander Franco,677551,Wander Franco,2955091,Wander Franco,francwa01,40929,Wander Franco,111317,Wander Franco,"Franco, Wander",Wander Franco
peralwa01,Wandy Peralta,Wandy,Peralta,14295,Wandy Peralta,593974,Wandy Peralta,2264742,Wandy Peralta,peralwa01,36036,Wandy Peralta,67604,Wandy Peralta,"Peralta, Wandy",Wandy Peralta
merriwh01,Whit Merrifield,Whit,Merrifield,11281,Whit Merrifield,593160,Whit Merrifield,1961293,Whit Merrifield,merriwh01,32422,Whit Merrifield,67175,Whit Merrifield,"Merrifield, Whit",Whit Merrifield
crowewi01,Wil Crowe,Wil,Crowe,19800,Wil Crowe,640444,Wil Crowe,2836767,Wil Crowe,crowewi01,,Wil Crowe,111103,Wil Crowe,"Crowe, Wil",Wil Crowe
myerswi01,Wil Myers,Wil,Myers,10047,Wil Myers,571976,Wil Myers,1744704,Wil Myers,myerswi01,31265,Wil Myers,60635,Wil Myers,"Myers, Wil",Wil Myers
